15:42:25.304,128 
15:42:25.410,2 
15:42:25.511,2 
15:42:25.611,3 
15:42:25.712,2 
15:42:25.813,2 
15:42:25.914,2 
15:42:26.014,2 
15:42:26.116,3 
15:42:26.217,3 
15:42:26.318,4 
15:42:26.419,4 
15:42:26.520,4 
15:42:26.621,3 
15:42:26.723,6 
15:42:26.824,9 
15:42:26.925,21 
15:42:27.026,22 
15:42:27.127,13 
15:42:27.229,19 
15:42:27.330,17 
15:42:27.431,15 
15:42:27.532,13 
15:42:27.633,7 
15:42:27.734,3 
15:42:27.836,3 
15:42:27.937,3 
15:42:28.038,3 
15:42:28.139,5 
15:42:28.240,11 
15:42:28.342,12 
15:42:28.443,7 
15:42:28.544,8 
15:42:28.645,9 
15:42:28.746,7 
15:42:28.848,4 
15:42:28.949,5 
15:42:29.050,5 
15:42:29.151,7 
15:42:29.252,8 
15:42:29.353,11 
15:42:29.455,6 
15:42:29.556,6 
15:42:29.657,5 
15:42:29.758,3 
15:42:29.859,7 
15:42:29.961,18 
15:42:30.062,35 
15:42:30.163,31 
15:42:30.264,32 
15:42:30.365,44 
15:42:30.467,29 
15:42:30.568,41 
15:42:30.669,47 
15:42:30.770,46 
15:42:30.871,54 
15:42:30.973,68 
15:42:31.074,93 
15:42:31.175,64 
15:42:31.276,31 
15:42:31.377,26 
15:42:31.479,31 
15:42:31.580,24 
15:42:31.681,20 
15:42:31.782,35 
15:42:31.883,25 
15:42:31.984,31 
15:42:32.086,24 
15:42:32.187,32 
15:42:32.288,35 
15:42:32.389,16 
15:42:32.490,12 
15:42:32.592,18 
15:42:32.693,31 
15:42:32.794,27 
15:42:32.895,33 
15:42:32.997,24 
15:42:33.098,23 
15:42:33.199,37 
15:42:33.300,26 
15:42:33.401,17 
15:42:33.503,31 
15:42:33.604,51 
15:42:33.705,45 
15:42:33.806,22 
15:42:33.907,14 
15:42:34.008,22 
15:42:34.110,28 
15:42:34.211,21 
15:42:34.312,39 
15:42:34.413,28 
15:42:34.514,21 
15:42:34.616,32 
15:42:34.717,25 
15:42:34.818,31 
15:42:34.919,32 
15:42:35.020,36 
15:42:35.122,22 
15:42:35.223,33 
15:42:35.324,34 
15:42:35.425,22 
15:42:35.526,29 
15:42:35.627,43 
15:42:35.729,30 
15:42:35.830,32 
15:42:35.931,39 
15:42:36.032,19 
15:42:36.133,21 
15:42:36.235,33 
15:42:36.336,24 
15:42:36.437,20 
15:42:36.538,17 
15:42:36.639,15 
15:42:36.741,58 
15:42:36.842,83 
15:42:36.943,103 
15:42:37.044,128 
15:42:37.145,54 
15:42:37.247,40 
15:42:37.348,36 
15:42:37.449,48 
15:42:37.550,54 
15:42:37.651,35 
15:42:37.752,38 
15:42:37.854,39 
15:42:37.955,60 
15:42:38.056,44 
15:42:38.157,36 
15:42:38.258,23 
15:42:38.360,19 
15:42:38.461,14 
15:42:38.562,35 
15:42:38.663,52 
15:42:38.765,54 
15:42:38.866,29 
15:42:38.967,30 
15:42:39.068,36 
15:42:39.169,27 
15:42:39.271,57 
15:42:39.372,44 
15:42:39.473,35 
15:42:39.574,32 
15:42:39.675,40 
15:42:39.776,15 
15:42:39.878,26 
15:42:39.979,31 
15:42:40.080,17 
15:42:40.181,28 
15:42:40.282,18 
15:42:40.384,13 
15:42:40.485,12 
15:42:40.586,16 
15:42:40.687,45 
15:42:40.788,30 
15:42:40.890,44 
15:42:40.991,42 
15:42:41.092,36 
15:42:41.193,29 
15:42:41.295,24 
15:42:41.396,19 
15:42:41.497,24 
15:42:41.599,27 
15:42:41.700,31 
15:42:41.801,25 
15:42:41.902,17 
15:42:42.004,17 
15:42:42.105,36 
15:42:42.206,27 
15:42:42.307,19 
15:42:42.408,20 
15:42:42.510,16 
15:42:42.611,25 
15:42:42.712,14 
15:42:42.814,12 
15:42:42.915,18 
15:42:43.016,19 
15:42:43.117,19 
15:42:43.219,31 
15:42:43.320,28 
15:42:43.421,65 
15:42:43.522,39 
15:42:43.624,40 
15:42:43.725,36 
15:42:43.826,26 
15:42:43.927,35 
15:42:44.028,38 
15:42:44.130,61 
15:42:44.231,42 
15:42:44.332,41 
15:42:44.433,57 
15:42:44.535,58 
15:42:44.636,46 
